ts,slice,ifname,rx_bytes,rx_pkts,tx_bytes,tx_pkts,probe_rtt_ms,probe_loss,tun_exists
2025-11-25T15:32:08.084479Z,embb,uesimtun0,130096,2530,3435043681,2499160,,1,1
2025-11-25T15:32:08.084479Z,urllc,uesimtun1,24395,427,430381854,4678291,,1,1
2025-11-25T15:32:08.084479Z,mmtc,uesimtun2,36282,613,63102335,46864,,1,1
2025-11-25T15:32:09.084817Z,embb,uesimtun0,130096,2530,3435044253,2499169,,1,1
2025-11-25T15:32:09.084817Z,urllc,uesimtun1,24395,427,430382215,4678297,,1,1
2025-11-25T15:32:09.084817Z,mmtc,uesimtun2,36282,613,63102463,46866,,1,1
2025-11-25T15:32:10.083969Z,embb,uesimtun0,130096,2530,3435044441,2499172,,1,1
2025-11-25T15:32:10.083969Z,urllc,uesimtun1,24395,427,430382511,4678301,,1,1
2025-11-25T15:32:10.083969Z,mmtc,uesimtun2,36282,613,63102591,46868,,1,1
2025-11-25T15:32:11.084065Z,embb,uesimtun0,,,,,,1,0
2025-11-25T15:32:11.084065Z,urllc,uesimtun1,,,,,,1,0
2025-11-25T15:32:11.084065Z,mmtc,uesimtun2,,,,,,1,0
2025-11-25T15:32:12.084673Z,embb,uesimtun0,,,,,,1,0
2025-11-25T15:32:12.084673Z,urllc,uesimtun1,,,,,,1,0
2025-11-25T15:32:12.084673Z,mmtc,uesimtun2,,,,,,1,0
2025-11-25T15:32:13.084457Z,embb,uesimtun0,,,,,,1,0
2025-11-25T15:32:13.084457Z,urllc,uesimtun1,,,,,,1,0
2025-11-25T15:32:13.084457Z,mmtc,uesimtun2,,,,,,1,0
2025-11-25T15:32:14.085084Z,embb,uesimtun0,,,,,,1,0
2025-11-25T15:32:14.085084Z,urllc,uesimtun1,,,,,,1,0
2025-11-25T15:32:14.085084Z,mmtc,uesimtun2,,,,,,1,0
2025-11-25T15:32:15.085061Z,embb,uesimtun0,,,,,,1,0
2025-11-25T15:32:15.085061Z,urllc,uesimtun1,,,,,,1,0
2025-11-25T15:32:15.085061Z,mmtc,uesimtun2,,,,,,1,0
2025-11-25T15:32:16.084470Z,embb,uesimtun0,,,,,,1,0
2025-11-25T15:32:16.084470Z,urllc,uesimtun1,,,,,,1,0
2025-11-25T15:32:16.084470Z,mmtc,uesimtun2,,,,,,1,0
2025-11-25T15:32:17.084521Z,embb,uesimtun0,,,,,,1,0
2025-11-25T15:32:17.084521Z,urllc,uesimtun1,,,,,,1,0
2025-11-25T15:32:17.084521Z,mmtc,uesimtun2,,,,,,1,0
2025-11-25T15:32:18.084529Z,embb,uesimtun0,,,,,,1,0
2025-11-25T15:32:18.084529Z,urllc,uesimtun1,,,,,,1,0
2025-11-25T15:32:18.084529Z,mmtc,uesimtun2,,,,,,1,0
2025-11-25T15:32:19.084817Z,embb,uesimtun0,,,,,,1,0
2025-11-25T15:32:19.084817Z,urllc,uesimtun1,,,,,,1,0
2025-11-25T15:32:19.084817Z,mmtc,uesimtun2,,,,,,1,0
2025-11-25T15:32:20.085110Z,embb,uesimtun0,,,,,,1,0
2025-11-25T15:32:20.085110Z,urllc,uesimtun1,,,,,,1,0
2025-11-25T15:32:20.085110Z,mmtc,uesimtun2,,,,,,1,0
2025-11-25T15:36:03.490094Z,embb,uesimtun0,261309,5170,1763158923,1285727,2.012,0,1
2025-11-25T15:36:03.490094Z,mmtc,uesimtun1,58365,972,136783675,100401,47.789,0,1
2025-11-25T15:36:03.490094Z,urllc,uesimtun2,48603,840,300679277,2032042,1.524,0,1
2025-11-25T15:36:04.490219Z,embb,uesimtun0,264793,5240,1769543105,1290423,1.785,0,1
2025-11-25T15:36:04.490219Z,mmtc,uesimtun1,58902,982,137191541,100706,,1,1
2025-11-25T15:36:04.490219Z,urllc,uesimtun2,49325,854,304396316,2057165,142.868,0,1
2025-11-25T15:36:05.491003Z,embb,uesimtun0,268561,5316,1775933055,1295128,1.881,0,1
2025-11-25T15:36:05.491003Z,mmtc,uesimtun1,59600,996,137599817,101017,196.002,0,1
2025-11-25T15:36:05.491003Z,urllc,uesimtun2,49794,862,307233053,2076336,,1,1
2025-11-25T15:36:06.490477Z,embb,uesimtun0,272293,5392,1782309245,1299823,1.602,0,1
2025-11-25T15:36:06.490477Z,mmtc,uesimtun1,59933,1002,138007743,101323,21.614,0,1
2025-11-25T15:36:06.490477Z,urllc,uesimtun2,50881,883,309777911,2093542,1.891,0,1
2025-11-25T15:36:07.490869Z,embb,uesimtun0,275965,5467,1788692231,1304522,1.952,0,1
2025-11-25T15:36:07.490869Z,mmtc,uesimtun1,60695,1017,138417277,101633,1.993,0,1
2025-11-25T15:36:07.490869Z,urllc,uesimtun2,51177,887,312803475,2113987,1.750,0,1
2025-11-25T15:36:08.491279Z,embb,uesimtun0,278064,5510,1795082154,1309205,1.671,0,1
2025-11-25T15:36:08.491279Z,mmtc,uesimtun1,62496,1046,138772886,101919,1.464,0,1
2025-11-25T15:36:08.491279Z,urllc,uesimtun2,51967,903,315883987,2134810,1.336,0,1
2025-11-25T15:36:09.490445Z,embb,uesimtun0,281724,5583,1801459644,1313899,1.404,0,1
2025-11-25T15:36:09.490445Z,mmtc,uesimtun1,63453,1064,138775504,101939,1.996,0,1
2025-11-25T15:36:09.490445Z,urllc,uesimtun2,52011,904,318968435,2155652,1.949,0,1
2025-11-25T15:36:10.490719Z,embb,uesimtun0,285785,5665,1807843140,1318605,1.920,0,1
2025-11-25T15:36:10.490719Z,mmtc,uesimtun1,64504,1084,138782145,101961,2.065,0,1
2025-11-25T15:36:10.490719Z,urllc,uesimtun2,52396,911,322054320,2176506,1.957,0,1
2025-11-25T15:36:11.490473Z,embb,uesimtun0,289757,5745,1814229291,1323312,1.461,0,1
2025-11-25T15:36:11.490473Z,mmtc,uesimtun1,65511,1104,138788778,101983,1.907,0,1
2025-11-25T15:36:11.490473Z,urllc,uesimtun2,52608,914,325134792,2197322,2.115,0,1
2025-11-25T15:36:12.491142Z,embb,uesimtun0,293986,5832,1820618517,1328027,1.563,0,1
2025-11-25T15:36:12.491142Z,mmtc,uesimtun1,66301,1120,138795126,102001,1.853,0,1
2025-11-25T15:36:12.491142Z,urllc,uesimtun2,53454,930,328222588,2218194,2.251,0,1
2025-11-25T15:36:13.490621Z,embb,uesimtun0,297943,5913,1826999303,1332733,1.099,0,1
2025-11-25T15:36:13.490621Z,mmtc,uesimtun1,67027,1133,138801432,102017,1.110,0,1
2025-11-25T15:36:13.490621Z,urllc,uesimtun2,54127,942,331300187,2238995,1.436,0,1
2025-11-25T15:36:14.490499Z,embb,uesimtun0,301073,5977,1833380412,1337423,1.524,0,1
2025-11-25T15:36:14.490499Z,mmtc,uesimtun1,67777,1147,138806686,102034,1.564,0,1
2025-11-25T15:36:14.490499Z,urllc,uesimtun2,55190,962,334387508,2259865,1.517,0,1
2025-11-25T15:36:15.491213Z,embb,uesimtun0,303879,6032,1839768013,1342110,1.228,0,1
2025-11-25T15:36:15.491213Z,mmtc,uesimtun1,69205,1168,138989932,102191,57.964,0,1
2025-11-25T15:36:15.491213Z,urllc,uesimtun2,55916,975,337647630,2281899,1.719,0,1
2025-11-25T15:36:16.490527Z,embb,uesimtun0,307796,6110,1846145900,1346810,1.554,0,1
2025-11-25T15:36:16.490527Z,mmtc,uesimtun1,69763,1178,141943966,104355,,1,1
2025-11-25T15:36:16.490527Z,urllc,uesimtun2,56381,984,341323548,2306741,,1,1
2025-11-25T15:36:17.490458Z,embb,uesimtun0,311352,6181,1852531519,1351508,1.398,0,1
2025-11-25T15:36:17.490458Z,mmtc,uesimtun1,70216,1186,144721483,106384,220.094,0,1
2025-11-25T15:36:17.490458Z,urllc,uesimtun2,56465,985,344311732,2326933,,1,1
2025-11-25T15:36:18.490499Z,embb,uesimtun0,314610,6246,1858912745,1356199,1.310,0,1
2025-11-25T15:36:18.490499Z,mmtc,uesimtun1,71454,1204,144723098,106403,1.668,0,1
2025-11-25T15:36:18.490499Z,urllc,uesimtun2,57063,996,346722926,2343231,2.777,0,1
